Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Finland,FIN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.60660307330664
Finland,FIN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,2.76291767202959
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,63414.9936878177
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6853658536585
Finland,FIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Finland,FIN,"Population, total",SP.POP.TOTL,5583911
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.7804323126547
France,FRA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.97979852496115
France,FRA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,13.1246119527789
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,60838.9416716424
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.9292682926829
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
France,FRA,"Population, total",SP.POP.TOTL,68372286
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.6967135028569
French Polynesia,PYF,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,15.5080330402502
French Polynesia,PYF,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.21432126211
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.07
French Polynesia,PYF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
French Polynesia,PYF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,281118
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.1
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.6375962797313
Gabon,GAB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,15.715777594256
Gabon,GAB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,0.94233636066199
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20755.665381766
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.337
Gabon,GAB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.31594287726056
Gabon,GAB,"Population, total",SP.POP.TOTL,2484789
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,66.9
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.8020182456108
"Gambia, The",GMB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,7.30686278959141
"Gambia, The",GMB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,75.2939759717388
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3289.13283057107
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.86
"Gambia, The",GMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.80838156544977
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2697845
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.7523077799724
Georgia,GEO,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,12.4206920599197
Georgia,GEO,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,40.3266864279385
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25071.9677264107
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.496
Georgia,GEO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.5599975585938
Georgia,GEO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.70918011665344
Georgia,GEO,"Population, total",SP.POP.TOTL,3715483
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.9034366692129
Germany,DEU,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.39736226374845
Germany,DEU,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,5.98632344026706
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,71684.0311875583
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.5414634146342
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Germany,DEU,"Population, total",SP.POP.TOTL,83287273
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.5
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.8074737774654
Ghana,GHA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.69452189875
Ghana,GHA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,18.0590476821292
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7556.41605453234
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.498
Ghana,GHA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Ghana,GHA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Ghana,GHA,"Population, total",SP.POP.TOTL,33787914
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Gibraltar,GIB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Gibraltar,GIB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.553
Gibraltar,GIB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Gibraltar,GIB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,38471
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.7746303842088
Greece,GRC,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,12.1575262578546
Greece,GRC,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,20.2083204225338
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,42710.5058010314
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.5365853658537
Greece,GRC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Greece,GRC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Greece,GRC,"Population, total",SP.POP.TOTL,10407351
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.0631147749908
Greenland,GRL,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Greenland,GRL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,78840.5978395988
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.549756097561
Greenland,GRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Greenland,GRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Greenland,GRL,"Population, total",SP.POP.TOTL,56865
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.4
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.462128238584
Grenada,GRD,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,23.672939646295
Grenada,GRD,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,61.7149744142774
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18970.740164653
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.205
Grenada,GRD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Grenada,GRD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.12544845968893
Grenada,GRD,"Population, total",SP.POP.TOTL,117081
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.1349341638921
Guam,GUM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Guam,GUM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.209
Guam,GUM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guam,GUM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Guam,GUM,"Population, total",SP.POP.TOTL,166506
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.6082319565539
Guatemala,GTM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,16.9561740584858
Guatemala,GTM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,48.6293419901711
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13745.3631241794
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.602
Guatemala,GTM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,83.0440590538501
Guatemala,GTM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.10633993148804
Guatemala,GTM,"Population, total",SP.POP.TOTL,18124838
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.1
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.6454083954705
Guinea,GIN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Guinea,GIN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4333.74617312626
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.74
Guinea,GIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guinea,GIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.72470879088585
Guinea,GIN,"Population, total",SP.POP.TOTL,14405468
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,40.5
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.5923843383789
Guinea-Bissau,GNB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Guinea-Bissau,GNB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2989.67235980477
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.085
Guinea-Bissau,GNB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guinea-Bissau,GNB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,2153339
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.4651457279878
Guyana,GUY,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,10.0749322194577
Guyana,GUY,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,4.8996465364257
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,54729.0365156366
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.18
Guyana,GUY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guyana,GUY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Guyana,GUY,"Population, total",SP.POP.TOTL,826353
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.3
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.4496819335618
Haiti,HTI,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Haiti,HTI,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3291.73817887066
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.936
Haiti,HTI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Haiti,HTI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.964648012977964
Haiti,HTI,"Population, total",SP.POP.TOTL,11637398
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.6
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.3132392705102
Honduras,HND,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,19.4028342519915
Honduras,HND,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,56.8579087755183
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7178.33906781522
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.884
Honduras,HND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,87.0899963378906
Honduras,HND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.54962037172702
Honduras,HND,"Population, total",SP.POP.TOTL,10644851
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Hong Kong SAR, China",HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
"Hong Kong SAR, China",HKG,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,3.56838231382695
"Hong Kong SAR, China",HKG,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1.54878966062733
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,71512.3193551161
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.2473170731707
"Hong Kong SAR, China",HKG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.80327010154724
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7536100
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.2923026891431
Hungary,HUN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,6.83776438696002
Hungary,HUN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,8.5307593696214
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,46592.3856070073
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.7707317073171
Hungary,HUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Hungary,HUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Hungary,HUN,"Population, total",SP.POP.TOTL,9592186
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.1518261784801
Iceland,ISL,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,11.2249405309035
Iceland,ISL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,44.6492767764763
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,81608.4479116436
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6073170731707
Iceland,ISL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Iceland,ISL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Iceland,ISL,"Population, total",SP.POP.TOTL,385663
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.0676918424186
India,IND,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,4.69913000107828
India,IND,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,11.013039162045
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10323.4998734428
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.003
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,81.6999969482422
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
India,IND,"Population, total",SP.POP.TOTL,1438069596
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.1179353397878
Indonesia,IDN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,11.814123641417
Indonesia,IDN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,19.5934434193276
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15415.7079259527
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.146
Indonesia,IDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Indonesia,IDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.27517088245674
Indonesia,IDN,"Population, total",SP.POP.TOTL,281190067
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.6759567260742
"Iran, Islamic Rep.",IRN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
"Iran, Islamic Rep.",IRN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18917.0914723132
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.654
"Iran, Islamic Rep.",IRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,88.9233339833467
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.82443290958712
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,90608707
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.868278503418
Iraq,IRQ,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Iraq,IRQ,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14652.5212399212
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.324
Iraq,IRQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Iraq,IRQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Iraq,IRQ,"Population, total",SP.POP.TOTL,45074049
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Ireland,IRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.1152082461268
Ireland,IRL,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.55002119510273
Ireland,IRL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,8.46499244255303
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,129682.607150517
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8609756097561
Ireland,IRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Ireland,IRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Ireland,IRL,"Population, total",SP.POP.TOTL,5311538
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Isle of Man,IMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.1832571730182
Isle of Man,IMN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Isle of Man,IMN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.999
Isle of Man,IMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Isle of Man,IMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Isle of Man,IMN,"Population, total",SP.POP.TOTL,84165
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Israel,ISR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.5089569794505
Israel,ISR,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.99506959636049
Israel,ISR,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,4.12302718320441
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,55171.2318814321
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.1951219512195
Israel,ISR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Israel,ISR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Israel,ISR,"Population, total",SP.POP.TOTL,9849000
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Italy,ITA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.5381540123301
Italy,ITA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,10.574914613224
Italy,ITA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.112164845389
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,60029.871712398
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.7
Italy,ITA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Italy,ITA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Italy,ITA,"Population, total",SP.POP.TOTL,58984216
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.7
Jamaica,JAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.4510149367429
Jamaica,JAM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,20.5146673938933
Jamaica,JAM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,30.3866398719161
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12650.9052955938
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.479
Jamaica,JAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Jamaica,JAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.65453693979426
Jamaica,JAM,"Population, total",SP.POP.TOTL,2839786
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,92.0826903891473
Japan,JPN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.6868733799793
Japan,JPN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1.16659144062924
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,50661.7663463109
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.0412195121951
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Japan,JPN,"Population, total",SP.POP.TOTL,124516650
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Jordan,JOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,92.682236868336
Jordan,JOR,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,20.1760819152798
Jordan,JOR,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,13.4446162280279
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10411.8416152967
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.814
Jordan,JOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,94.8499984741211
Jordan,JOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.51486315596325
Jordan,JOR,"Population, total",SP.POP.TOTL,11439213
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Kazakhstan,KAZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.7560919499181
Kazakhstan,KAZ,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.70778983096429
Kazakhstan,KAZ,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,6.69012026327187
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,38515.1836009979
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.402
Kazakhstan,KAZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kazakhstan,KAZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.84984016418457
